"source_city_name","source_lng","source_lat","source_country_name","source_country_code","source_continent","target_city_name","target_lng","target_lat","target_country_name","target_country_code","target_continent"
"Udine",13.233333333,46.066666666,"Italy","IT","Europe","Esslingen am Neckar",9.310833333,48.740555555,"Germany","DE","Europe"
"Großenhain",13.534166666,51.291944444,"Germany","DE","Europe","Öhringen",9.5,49.2,"Germany","DE","Europe"
"Markkleeberg",12.369166,51.275555,"Germany","DE","Europe","Neusäß",10.833333333,48.4,"Germany","DE","Europe"
"Schkeuditz",12.216666666,51.4,"Germany","DE","Europe","Bühl",8.135,48.695277777,"Germany","DE","Europe"
"Markkleeberg",12.369166,51.275555,"Germany","DE","Europe","Hemmingen",9.725555555,52.323611111,"Germany","DE","Europe"
"Grimma",12.725277777,51.238611111,"Germany","DE","Europe","Weingarten",9.64172,47.80777,"Germany","DE","Europe"
"Freiberg",13.342777777,50.911944444,"Germany","DE","Europe","Amberg",11.848333333,49.444444444,"Germany","DE","Europe"
"Hoyerswerda",14.25,51.433055555,"Germany","DE","Europe","Dillingen/Saar",6.719597222,49.357377777,"Germany","DE","Europe"
"Freiberg",13.342777777,50.911944444,"Germany","DE","Europe","Clausthal-Zellerfeld",10.335555555,51.805,"Germany","DE","Europe"
"Forchheim",11.058055555,49.719722222,"Germany","DE","Europe","Pößneck",11.6,50.7,"Germany","DE","Europe"
"Ruhango",29.780277777,-2.2325,"Rwanda","RW","Africa","Landau in der Pfalz",8.123055555,49.199444444,"Germany","DE","Europe"
"Tottori",134.221611111,35.494388888,"Japan","JP","Asia","Hanau",8.916944444,50.132777777,"Germany","DE","Europe"
"Oconomowoc",-88.496944444,43.108611111,"United States of America","US","North America","Dietzenbach",8.775555555,50.008611111,"Germany","DE","Europe"
"Sheboygan",-87.725,43.75,"United States of America","US","North America","Esslingen am Neckar",9.310833333,48.740555555,"Germany","DE","Europe"
"Bad Homburg vor der Höhe",8.610486111,50.229236111,"Germany","DE","Europe","Greiz",12.199722222,50.654722222,"Germany","DE","Europe"
"Mettmann",6.966666666,51.25,"Germany","DE","Europe","Markranstädt",12.221111111,51.301666666,"Germany","DE","Europe"
"Löhne",8.7,52.2,"Germany","DE","Europe","Röbel",12.606111111,53.376111111,"Germany","DE","Europe"
"Hückeswagen",7.341666666,51.145,"Germany","DE","Europe","Königs Wusterhausen",13.625,52.291666666,"Germany","DE","Europe"
"Weißenfels",11.966666666,51.2,"Germany","DE","Europe","Kornwestheim",9.185,48.859722222,"Germany","DE","Europe"
"Fröndenberg",7.765833333,51.471944444,"Germany","DE","Europe","Hartha",12.977222222,51.097777777,"Germany","DE","Europe"
"Bad Honnef",7.226944444,50.645,"Germany","DE","Europe","Wittichenau",14.24403,51.38496,"Germany","DE","Europe"
"Erwitte",8.349722222,51.616666666,"Germany","DE","Europe","Aken (Elbe)",12.05,51.85,"Germany","DE","Europe"
"Waldbröl",7.615,50.878888888,"Germany","DE","Europe","Jüterbog",13.072777777,51.993333333,"Germany","DE","Europe"
"Hemer",7.766666666,51.383333333,"Germany","DE","Europe","Doberlug-Kirchhain",13.562932,51.637422,"Germany","DE","Europe"
"Hemer",7.766666666,51.383333333,"Germany","DE","Europe","Bretten",8.706111111,49.036388888,"Germany","DE","Europe"
"Dessau-Roßlau",12.233333,51.833333,"Germany","DE","Europe","Ibbenbüren",7.716666666,52.277777777,"Germany","DE","Europe"
"Herdecke",7.433333333,51.4,"Germany","DE","Europe","Blankenburg",10.962222222,51.795277777,"Germany","DE","Europe"
"Rheinbach",6.949111111,50.625619444,"Germany","DE","Europe","Döbern",14.6,51.616666666,"Germany","DE","Europe"
"Nürtingen",9.335277777,48.626666666,"Germany","DE","Europe","Zerbst",12.084444444,51.968055555,"Germany","DE","Europe"
"Schwabach",11.020833333,49.329166666,"Germany","DE","Europe","Hildburghausen",10.728888888,50.426111111,"Germany","DE","Europe"
"Schorndorf",9.533333333,48.8,"Germany","DE","Europe","Kahla",11.5875,50.800833333,"Germany","DE","Europe"
"Hückelhoven",6.219722222,51.060833333,"Germany","DE","Europe","Wildau",13.633333333,52.316666666,"Germany","DE","Europe"
"Haan",7.0085328,51.1954956,"Germany","DE","Europe","Bad Lauchstädt",11.86956,51.38652,"Germany","DE","Europe"
"Langenfeld",6.95,51.116666666,"Germany","DE","Europe","Köthen",11.973611111,51.751111111,"Germany","DE","Europe"
"Erkelenz",6.315555555,51.08,"Germany","DE","Europe","Thum",12.951388888,50.671111111,"Germany","DE","Europe"
"Bünde",8.6,52.2,"Germany","DE","Europe","Leisnig",12.9266,51.1595,"Germany","DE","Europe"
"Erkelenz",6.315555555,51.08,"Germany","DE","Europe","Bad Windsheim",10.416666666,49.5,"Germany","DE","Europe"
"Wermelskirchen",7.205119444,51.139180555,"Germany","DE","Europe","Forst (Lausitz)",14.647802,51.74531,"Poland","PL","Europe"
"Alsdorf",6.161527777,50.874361111,"Germany","DE","Europe","Hennigsdorf",13.203611111,52.637777777,"Germany","DE","Europe"
"Schwäbisch Hall",9.7375,49.112222222,"Germany","DE","Europe","Neustrelitz",13.063611111,53.364722222,"Germany","DE","Europe"
"Würselen",6.1275,50.824722222,"Germany","DE","Europe","Hildburghausen",10.728888888,50.426111111,"Germany","DE","Europe"
"Neu-Isenburg",8.697083333,50.055763888,"Germany","DE","Europe","Weida",12.066666666,50.766666666,"Germany","DE","Europe"
"Königs Wusterhausen",13.625,52.291666666,"Germany","DE","Europe","Neunkirchen",7.179861111,49.3448,"Germany","DE","Europe"
"Neuruppin",12.8,52.922222222,"Germany","DE","Europe","Bad Kreuznach",7.866944444,49.846944444,"Germany","DE","Europe"
"Steinfurt",7.33664,52.15045,"Germany","DE","Europe","Neubukow",11.6766,54.0307,"Germany","DE","Europe"
"Oer-Erkenschwick",7.250833333,51.642222222,"Germany","DE","Europe","Lübbenau",13.968828,51.867874,"Germany","DE","Europe"
"Delbrück",8.566666666,51.766666666,"Germany","DE","Europe","Zossen",13.449722222,52.216666666,"Germany","DE","Europe"
"Datteln",7.341666666,51.653888888,"Germany","DE","Europe","Genthin",12.166666666,52.4,"Germany","DE","Europe"
"Bergkamen",7.633333333,51.616666666,"Germany","DE","Europe","Hettstedt",11.511111111,51.645,"Germany","DE","Europe"
"Werdohl",7.756169444,51.256269444,"Germany","DE","Europe","Stavenhagen",12.9,53.7,"Germany","DE","Europe"
"Gummersbach",7.566666666,51.033333333,"Germany","DE","Europe","Burg",11.855,52.2725,"Germany","DE","Europe"
"Meerbusch",6.666666666,51.266666666,"Germany","DE","Europe","Blankenburg",10.962222222,51.795277777,"Germany","DE","Europe"
"Meerbusch",6.666666666,51.266666666,"Germany","DE","Europe","Wittenberge",11.75041,52.997734,"Germany","DE","Europe"
"Quedlinburg",11.147222222,51.791666666,"Germany","DE","Europe","Celle",10.0825,52.625555555,"Germany","DE","Europe"
"Wittenberge",11.75041,52.997734,"Germany","DE","Europe","Elmshorn",9.653611111,53.754722222,"Germany","DE","Europe"
"Strausberg",13.881388888,52.580833333,"Germany","DE","Europe","Frankenthal",8.35,49.533333333,"Germany","DE","Europe"
"Enger",8.566666666,52.133333333,"Germany","DE","Europe","Lichtenstein",12.631666666,50.756388888,"Germany","DE","Europe"
"Heiligenhaus",6.971,51.3265,"Germany","DE","Europe","Zwönitz",12.813333333,50.630277777,"Germany","DE","Europe"
"Bedburg",6.5625,51,"Germany","DE","Europe","Vetschau/Spreewald",14.066666666,51.783055555,"Germany","DE","Europe"
"Schloß Holte-Stukenbrock",8.616666666,51.883333333,"Germany","DE","Europe","Ostritz",14.932222222,51.014722222,"Poland","PL","Europe"
"Wernigerode",10.785277777,51.835,"Germany","DE","Europe","Neustadt an der Weinstraße",8.13607,49.353621,"Germany","DE","Europe"
"Kirchberg",12.525555555,50.622222222,"Germany","DE","Europe","Sendenhorst",7.827777777,51.843888888,"Germany","DE","Europe"
"Güstrow",12.176388888,53.793888888,"Germany","DE","Europe","Neuwied",7.461388888,50.428611111,"Germany","DE","Europe"
"Lichtenstein",12.631666666,50.756388888,"Germany","DE","Europe","Pfullingen",9.226111111,48.465555555,"Germany","DE","Europe"
"Espelkamp",8.632777777,52.377222222,"Germany","DE","Europe","Angermünde",14,53.033333333,"Germany","DE","Europe"
"Verl",8.516666666,51.883055555,"Germany","DE","Europe","Annaburg",13.045555555,51.732777777,"Germany","DE","Europe"
"Rathenow",12.333333333,52.6,"Germany","DE","Europe","Rendsburg",9.664444444,54.304444444,"Germany","DE","Europe"
"Senftenberg",14.016666666,51.516666666,"Germany","DE","Europe","Püttlingen",6.883333333,49.283333333,"Germany","DE","Europe"
"Espelkamp",8.632777777,52.377222222,"Germany","DE","Europe","Torgelow",14.0202,53.6337,"Germany","DE","Europe"
"Lübbecke",8.623055555,52.308055555,"Germany","DE","Europe","Bad Liebenwerda",13.4,51.516666666,"Germany","DE","Europe"
"Ahrensburg",10.241111111,53.674722222,"Germany","DE","Europe","Ludwigslust",11.50235,53.33325,"Germany","DE","Europe"
"Bad Hersfeld",9.706666666,50.868333333,"Germany","DE","Europe","Bad Salzungen",10.233333333,50.811666666,"Germany","DE","Europe"
"Bad Nauheim",8.75,50.366666666,"Germany","DE","Europe","Bad Langensalza",10.646666666,51.108055555,"Germany","DE","Europe"
"Merzig",6.63125,49.447119444,"Germany","DE","Europe","Luckau",13.716666666,51.85,"Germany","DE","Europe"
"Wilkau-Haßlau",12.516666666,50.666666666,"Germany","DE","Europe","Griesheim",8.5525,49.859444444,"Germany","DE","Europe"
"Osterholz-Scharmbeck",8.794722222,53.226944444,"Germany","DE","Europe","Grimmen",13.041388888,54.11,"Germany","DE","Europe"
"Wittstock/Dosse",12.485617,53.163294,"Germany","DE","Europe","Uetersen",9.669166666,53.687222222,"Germany","DE","Europe"
"Wangen im Allgäu",9.834166666,47.685833333,"Germany","DE","Europe","Stadt Wehlen",14.032222222,50.956944444,"Germany","DE","Europe"
"Garz",13.35,54.316666666,"Germany","DE","Europe","Norderney",7.146944444,53.707222222,"Germany","DE","Europe"
"Ebersbach-Neugersdorf",14.6,51,"Germany","DE","Europe","Ebersbach an der Fils",9.523611111,48.714722222,"Germany","DE","Europe"
"Neusalza-Spremberg",14.529444444,51.038888888,"Germany","DE","Europe","Donzdorf",9.816666666,48.683333333,"Germany","DE","Europe"
"Göppingen",9.652777777,48.7025,"Germany","DE","Europe","Sonneberg",11.166666666,50.35,"Germany","DE","Europe"
"Villingen-Schwenningen",8.4929618,48.063152,"Germany","DE","Europe","Friedrichsthal",7.096111111,49.325555555,"Germany","DE","Europe"
"Lichtenfels",11.068333333,50.146944444,"Germany","DE","Europe","Bad Bergzabern",7.992963888,49.102125,"Germany","DE","Europe"
"Boizenburg",10.723138888,53.374338888,"Germany","DE","Europe","Lauenburg/Elbe",10.558888888,53.375833333,"Germany","DE","Europe"
"Zwiesel",13.233333333,49.016666666,"Germany","DE","Europe","Brake",8.483333333,53.333333333,"Germany","DE","Europe"
"Barth",12.716666666,54.366666666,"Germany","DE","Europe","Bremervörde",9.133333333,53.483333333,"Germany","DE","Europe"
"Wachenheim",8.18,49.441111111,"Germany","DE","Europe","Pegau",12.25,51.166666666,"Germany","DE","Europe"
"Jöhstadt",13.088611111,50.514444444,"Germany","DE","Europe","Olsberg",8.483333333,51.35,"Germany","DE","Europe"
"Malchin",12.783333333,53.733333333,"Germany","DE","Europe","Itzehoe",9.516388888,53.925,"Germany","DE","Europe"
"Möckern",11.9525,52.140555555,"Germany","DE","Europe","Dassel",9.690277777,51.803333333,"Germany","DE","Europe"
"Altentreptow",13.2562,53.6927,"Germany","DE","Europe","Meldorf",9.066666666,54.083333333,"Germany","DE","Europe"
"Falkenstein",12.366666666,50.466666666,"Germany","DE","Europe","Stein",11.016666666,49.416666666,"Germany","DE","Europe"
"Hettstedt",11.511111111,51.645,"Germany","DE","Europe","Vöhringen",10.083333333,48.283333333,"Germany","DE","Europe"
"Jöhstadt",13.088611111,50.514444444,"Germany","DE","Europe","Velden",11.516666666,49.616666666,"Germany","DE","Europe"
"Ballenstedt",11.2375,51.72,"Germany","DE","Europe","Kronberg im Taunus",8.508541666,50.179652777,"Germany","DE","Europe"
"Johanngeorgenstadt",12.713888888,50.433333333,"Germany","DE","Europe","Burglengenfeld",12.0409,49.2061,"Germany","DE","Europe"
"Bethlehem",-75.375555555,40.626111111,"United States of America","US","North America","Schwäbisch Gmünd",9.8,48.8,"Germany","DE","Europe"
"York",-76.7281,39.9628,"United States of America","US","North America","Leinfelden-Echterdingen",9.142777777,48.692777777,"Germany","DE","Europe"
"Viernheim",8.579236111,49.537986111,"Germany","DE","Europe","Haldensleben",11.416666666,52.283333333,"Germany","DE","Europe"
"Georgsmarienhütte",8.044722222,52.203055555,"Germany","DE","Europe","Remagen",7.230555555,50.578611111,"Germany","DE","Europe"
"Nienburg/Weser",9.206944444,52.641111111,"Germany","DE","Europe","Nienburg",11.76788,51.83724,"Germany","DE","Europe"
"Penzlin",13.083055555,53.505,"Germany","DE","Europe","Otterndorf",8.899736111,53.808111111,"Germany","DE","Europe"
"Malchow",12.4333,53.4833,"Germany","DE","Europe","Quickborn",9.897222222,53.733333333,"Germany","DE","Europe"
"Husum",9.051111111,54.476944444,"Germany","DE","Europe","Heilbad Heiligenstadt",10.134444444,51.3775,"Germany","DE","Europe"
"Zell am Harmersbach",8.063888888,48.346666666,"Germany","DE","Europe","Frauenstein",13.538055555,50.801944444,"Germany","DE","Europe"
"Zell (Mosel)",7.183611111,50.026388888,"Germany","DE","Europe","Triptis",11.85,50.733333333,"Germany","DE","Europe"
"Stadtlohn",6.915,51.9925,"Germany","DE","Europe","Altlandsberg",13.733055555,52.566666666,"Germany","DE","Europe"
"Zella-Mehlis",10.666944444,50.659722222,"Germany","DE","Europe","Andernach",7.401666666,50.439722222,"Germany","DE","Europe"
"Salzkotten",8.604722222,51.670833333,"Germany","DE","Europe","Brüssow",14.133333333,53.4,"Germany","DE","Europe"
"Tulsa",-95.937222222,36.131388888,"United States of America","US","North America","Celle",10.0825,52.625555555,"Germany","DE","Europe"
"Schotten",9.116666666,50.5,"Germany","DE","Europe","Bogen",12.683333333,48.916666666,"Germany","DE","Europe"
"Falkenstein",12.366666666,50.466666666,"Germany","DE","Europe","Oberndorf am Neckar",8.5725,48.291388888,"Germany","DE","Europe"
"Jever",7.900833333,53.574444444,"Germany","DE","Europe","Zerbst",12.084444444,51.968055555,"Germany","DE","Europe"
"Mosbach",9.133333,49.35,"Germany","DE","Europe","Pößneck",11.6,50.7,"Germany","DE","Europe"
"Bad Elster",12.234722222,50.281944444,"Germany","DE","Europe","Bad Waldsee",9.751944444,47.921111111,"Germany","DE","Europe"
"Königslutter am Elm",10.816666666,52.25,"Germany","DE","Europe","Reinbek",10.248333333,53.508888888,"Germany","DE","Europe"
"Grünstadt",8.168055555,49.569166666,"Germany","DE","Europe","Hermsdorf",11.856666666,50.898055555,"Germany","DE","Europe"
"Beaverton",-122.803611111,45.486944444,"United States of America","US","North America","Trossingen",8.638491666,48.075047222,"Germany","DE","Europe"
"Neumünster",9.99,54.071388888,"Germany","DE","Europe","Parchim",11.848212396,53.4277155,"Germany","DE","Europe"
"Bayreuth",11.578333333,49.948055555,"Germany","DE","Europe","Rudolstadt",11.3275,50.716944444,"Germany","DE","Europe"
"Roßwein",13.183333333,51.066666666,"Germany","DE","Europe","Freiberg am Neckar",9.191666666,48.934722222,"Germany","DE","Europe"
"Asperg",9.141388888,48.906388888,"Germany","DE","Europe","Pulsnitz",14.013055555,51.181666666,"Germany","DE","Europe"
"Niederstetten",9.918055555,49.400833333,"Germany","DE","Europe","Schirgiswalde-Kirschau",14.428611111,51.092222222,"Germany","DE","Europe"
"Augustusburg",13.1,50.814444444,"Germany","DE","Europe","Oerlinghausen",8.666666666,51.966666666,"Germany","DE","Europe"
"Unterschleißheim",11.566666666,48.283333333,"Germany","DE","Europe","Lucka",12.335277777,51.095,"Germany","DE","Europe"
"Thum",12.951388888,50.671111111,"Germany","DE","Europe","Dissen am Teutoburger Wald",8.203416666,52.11575,"Germany","DE","Europe"
"Grünsfeld",9.75,49.6,"Germany","DE","Europe","Pfreimd",12.1844,49.4929,"Germany","DE","Europe"
"Zeulenroda-Triebes",11.980555555,50.648611111,"Germany","DE","Europe","Giengen an der Brenz",10.245,48.621666666,"Germany","DE","Europe"
"Weil am Rhein",7.610833333,47.594722222,"Germany","DE","Europe","Trebbin",13.212382,52.214155,"Germany","DE","Europe"
"Frankenberg",13.037777777,50.910833333,"Germany","DE","Europe","Frankenberg",8.796666666,51.058888888,"Germany","DE","Europe"
"Wolkenstein",13.074722222,50.654444444,"Germany","DE","Europe","Bad Bentheim",7.159722222,52.303055555,"Germany","DE","Europe"
"Dingelstädt",10.319444444,51.315555555,"Germany","DE","Europe","Felsberg",9.421536,51.134608,"Germany","DE","Europe"
"Sömmerda",11.116944444,51.161666666,"Germany","DE","Europe","Böblingen",9,48.683333,"Germany","DE","Europe"
"Staßfurt",11.566666666,51.866666666,"Germany","DE","Europe","Lehrte",9.976944444,52.3725,"Germany","DE","Europe"
"Mücheln",11.8,51.3,"Germany","DE","Europe","Hemsbach",8.656388888,49.590277777,"Germany","DE","Europe"
"Weißensee",11.06549,51.19959,"Germany","DE","Europe","Kirchberg an der Jagst",9.981388888,49.203888888,"Germany","DE","Europe"
"Eckartsberga",11.56112,51.12293,"Germany","DE","Europe","Zwingenberg",8.613888888,49.7225,"Germany","DE","Europe"
"Barby",11.866666666,51.966666666,"Germany","DE","Europe","Schöppenstedt",10.778333333,52.133055555,"Germany","DE","Europe"
"Wadern",6.89,49.539444444,"Germany","DE","Europe","Uebigau-Wahrenbrück",13.35,51.55,"Germany","DE","Europe"
"Lauffen am Neckar",9.156666666,49.076388888,"Germany","DE","Europe","Meuselwitz",12.3,51.05,"Germany","DE","Europe"
"Werder (Havel)",12.935,52.378055555,"Germany","DE","Europe","Oppenheim",8.360277777,49.855555555,"Germany","DE","Europe"
"Ilsenburg",10.683333333,51.866666666,"Germany","DE","Europe","Bad Harzburg",10.561666666,51.882777777,"Germany","DE","Europe"
"Volkmarsen",9.116666666,51.383333333,"Germany","DE","Europe","Buttelstedt",11.341111111,51.074166666,"Germany","DE","Europe"
"Bad Liebenstein",10.354166666,50.814444444,"Germany","DE","Europe","Melsungen",9.55,51.133333333,"Germany","DE","Europe"
"Coswig",12.433333333,51.883333333,"Germany","DE","Europe","Stadtallendorf",9.016666666,50.833333333,"Germany","DE","Europe"
"Hessisch Oldendorf",9.25,52.166666666,"Germany","DE","Europe","Gransee",13.158611111,53.006944444,"Germany","DE","Europe"
"Rizhao",119.433055555,35.416388888,"China","CN","Asia","Schönebeck",11.75,52.016666666,"Germany","DE","Europe"
"Eschwege",10.052777777,51.188055555,"Germany","DE","Europe","Regen",13.126388888,48.97,"Germany","DE","Europe"
"Lößnitz",12.731666666,50.621388888,"Germany","DE","Europe","Borgholzhausen",8.3,52.1,"Germany","DE","Europe"
"Olbernhau",13.345242,50.6564031,"Germany","DE","Europe","Stadtbergen",10.85,48.366666666,"Germany","DE","Europe"
"Emden",7.206111111,53.366944444,"Germany","DE","Europe","Prenzlau",13.862671,53.309752,"Germany","DE","Europe"
"Glashütte",13.783333333,50.85,"Germany","DE","Europe","Schramberg",8.384166666,48.226944444,"Germany","DE","Europe"
"Bad Schandau",14.15,50.916666666,"Germany","DE","Europe","Überlingen",9.165,47.766666666,"Germany","DE","Europe"
"Bad Köstritz",12.009722222,50.930555555,"Germany","DE","Europe","Bad Arolsen",9.016666666,51.377777777,"Germany","DE","Europe"
"Königstein",14.071388888,50.918888888,"Germany","DE","Europe","Königstein im Taunus",8.463541666,50.183125,"Germany","DE","Europe"
"Ennigerloh",8.025555555,51.836666666,"Germany","DE","Europe","Eggesin",14.083333333,53.683333333,"Germany","DE","Europe"
"Neustadt in Sachsen",14.216666666,51.023888888,"Germany","DE","Europe","Weilheim an der Teck",9.538611111,48.615,"Germany","DE","Europe"
"Stadt Wehlen",14.032222222,50.956944444,"Germany","DE","Europe","Trochtelfingen",9.244444444,48.308055555,"Germany","DE","Europe"
"Stadt Wehlen",14.032222222,50.956944444,"Germany","DE","Europe","Bernkastel-Kues",7.069444444,49.916111111,"Germany","DE","Europe"
"Stolpen",14.082777777,51.048888888,"Germany","DE","Europe","Amöneburg",8.923055555,50.797777777,"Germany","DE","Europe"
"Neustadt in Sachsen",14.216666666,51.023888888,"Germany","DE","Europe","Titisee-Neustadt",8.214722222,47.912222222,"Germany","DE","Europe"
"Tharandt",13.580833333,50.983333333,"Germany","DE","Europe","Blaubeuren",9.785,48.411944444,"Germany","DE","Europe"
"Radeburg",13.725555555,51.2125,"Germany","DE","Europe","Edenkoben",8.127222222,49.283888888,"Germany","DE","Europe"
"Garbsen",9.598055555,52.418333333,"Germany","DE","Europe","Schönebeck",11.75,52.016666666,"Germany","DE","Europe"
"Bad Driburg",9.016666666,51.733333333,"Germany","DE","Europe","Uebigau-Wahrenbrück",13.35,51.55,"Germany","DE","Europe"
"Marienmünster",9.183055555,51.816666666,"Germany","DE","Europe","Schönewalde",13.226694444,51.814138888,"Germany","DE","Europe"
"Oberviechtach",12.416666666,49.466666666,"Germany","DE","Europe","Nabburg",12.180833333,49.453333333,"Germany","DE","Europe"
"Zossen",13.449722222,52.216666666,"Germany","DE","Europe","Wittlich",6.889722222,49.986944444,"Germany","DE","Europe"
"Seaside",-123.922222222,45.992777777,"United States of America","US","North America","Walldorf",8.65,49.3,"Germany","DE","Europe"
"Independent City Kempten",10.316666666,47.733333333,"Germany","DE","Europe","Bad Dürkheim",8.17236,49.4618,"Germany","DE","Europe"
"Amberg",11.848333333,49.444444444,"Germany","DE","Europe","Bad Bergzabern",7.992963888,49.102125,"Germany","DE","Europe"
"Amberg",11.848333333,49.444444444,"Germany","DE","Europe","Geretsried",11.466666666,47.866666666,"Germany","DE","Europe"
"Landshut",12.150833333,48.539722222,"Germany","DE","Europe","Waldkirchen",13.601111111,48.730555555,"Germany","DE","Europe"
"Amberg",11.848333333,49.444444444,"Germany","DE","Europe","Schnaittenbach",12.0167,49.55,"Germany","DE","Europe"
"Sulz am Neckar",8.631666666,48.362777777,"Germany","DE","Europe","Altenberg",13.757777777,50.764444444,"Germany","DE","Europe"
"Bad Sulza",11.623333333,51.087777777,"Germany","DE","Europe","Bad Camberg",8.266666666,50.3,"Germany","DE","Europe"
"Bad Frankenhausen",11.101111111,51.355833333,"Germany","DE","Europe","Bad Sooden-Allendorf",9.966666666,51.266666666,"Germany","DE","Europe"
"Waren",12.683333333,53.516666666,"Germany","DE","Europe","Schleswig",9.569722222,54.515277777,"Germany","DE","Europe"
"Waren",12.683333333,53.516666666,"Germany","DE","Europe","Springe",9.55,52.216666666,"Germany","DE","Europe"
"Wilhelmshaven",8.105555555,53.528611111,"Germany","DE","Europe","Bad Harzburg",10.561666666,51.882777777,"Germany","DE","Europe"
"Bad Neustadt an der Saale",10.216111111,50.321944444,"Germany","DE","Europe","Oberhof",10.725833333,50.705277777,"Germany","DE","Europe"
"Büdingen",9.1125,50.290833333,"Germany","DE","Europe","Herzberg (Elster)",13.233055555,51.683055555,"Germany","DE","Europe"
"Stadtsteinach",11.5,50.166666666,"Germany","DE","Europe","Leutenberg",11.455528,50.564006,"Germany","DE","Europe"
"Bad Freienwalde",14.0325,52.785555555,"Germany","DE","Europe","Bad Pyrmont",9.263611111,51.986666666,"Germany","DE","Europe"
"Gräfenhainichen",12.455555555,51.729166666,"Germany","DE","Europe","Laubach",8.98905,50.542619444,"Germany","DE","Europe"
"Doberlug-Kirchhain",13.562932,51.637422,"Germany","DE","Europe","Kirchhain",8.916666666,50.816666666,"Germany","DE","Europe"
"Kaltennordheim",10.166666666,50.633333333,"Germany","DE","Europe","Tann",10.016666666,50.65,"Germany","DE","Europe"
"Bützow",11.983333333,53.85,"Germany","DE","Europe","Eckernförde",9.837777777,54.474166666,"Germany","DE","Europe"
"Teuchern",12.016666666,51.116666666,"Germany","DE","Europe","Borken",9.2793,51.04915,"Germany","DE","Europe"
"Römhild",10.55,50.383333333,"Germany","DE","Europe","Bad Königshofen im Grabfeld",10.466666666,50.299166666,"Germany","DE","Europe"
"Oldenburg in Holstein",10.886666666,54.292222222,"Germany","DE","Europe","Bergen auf Rügen",13.433333333,54.416666666,"Germany","DE","Europe"
"Bad Arolsen",9.016666666,51.377777777,"Germany","DE","Europe","Klütz",11.166666666,53.966666666,"Germany","DE","Europe"
"Mölln",10.684722222,53.626944444,"Germany","DE","Europe","Hagenow",11.193055555,53.431666666,"Germany","DE","Europe"
"Bad Segeberg",10.309722222,53.936111111,"Germany","DE","Europe","Teterow",12.566666666,53.766666666,"Germany","DE","Europe"
"Rötha",12.417222222,51.197222222,"Germany","DE","Europe","Murrhardt",9.578333333,48.979444444,"Germany","DE","Europe"
"Colditz",12.816666666,51.116666666,"Germany","DE","Europe","Ochsenfurt",10.04985,49.67115,"Germany","DE","Europe"
"Bad Doberan",11.905277777,54.106944444,"Germany","DE","Europe","Bad Schwartau",10.6975,53.919444444,"Germany","DE","Europe"
"Regis-Breitingen",12.44598,51.09152,"Germany","DE","Europe","Spaichingen",8.737777777,48.075833333,"Germany","DE","Europe"
"Neubukow",11.6766,54.0307,"Germany","DE","Europe","Reinfeld",10.483333333,53.833333333,"Germany","DE","Europe"
"Strehla",13.225833333,51.353055555,"Germany","DE","Europe","Pohlheim",8.733333333,50.525,"Germany","DE","Europe"
"Waltershausen",10.555833333,50.8975,"Germany","DE","Europe","Hanau",8.916944444,50.132777777,"Germany","DE","Europe"
"Laupheim",9.879722222,48.228888888,"Germany","DE","Europe","Neustadt an der Orla",11.75,50.733333333,"Germany","DE","Europe"
"Calw",8.7375,48.714444444,"Germany","DE","Europe","Weida",12.066666666,50.766666666,"Germany","DE","Europe"
"Neunkirchen",7.179861111,49.3448,"Germany","DE","Europe","Lübben (Spreewald)",13.9,51.95,"Germany","DE","Europe"
"Ueckermünde",14.033333333,53.733333333,"Germany","DE","Europe","Pattensen",9.76436,52.26448,"Germany","DE","Europe"
"Plattling",12.873611111,48.776666666,"Germany","DE","Europe","Nebra",11.577378994,51.286671862,"Germany","DE","Europe"
"Höchstadt an der Aisch",10.805833333,49.705555555,"Germany","DE","Europe","Kranichfeld",11.2,50.85,"Germany","DE","Europe"
"Thale",11.042777777,51.751111111,"Germany","DE","Europe","Seesen",10.178333333,51.893055555,"Germany","DE","Europe"
"Riedlingen",9.472777777,48.155277777,"Germany","DE","Europe","Bürgel",11.753888888,50.941388888,"Germany","DE","Europe"
"Wittenburg",11.066666666,53.5,"Germany","DE","Europe","Löningen",7.7579,52.736,"Germany","DE","Europe"
"Edenkoben",8.127222222,49.283888888,"Germany","DE","Europe","Bexbach",7.259444444,49.349444444,"Germany","DE","Europe"
"Rutesheim",8.945,48.809722222,"Germany","DE","Europe","Saalburg-Ebersdorf",11.7,50.491666666,"Germany","DE","Europe"
"Blankenhain",11.343888888,50.86,"Germany","DE","Europe","Waldeck",9.066666666,51.2,"Germany","DE","Europe"
"Geisa",9.966666666,50.716666666,"Germany","DE","Europe","Hünfeld",9.766666666,50.666666666,"Germany","DE","Europe"
"Leonberg",9.013055555,48.801388888,"Germany","DE","Europe","Bad Lobenstein",11.6393,50.45223,"Germany","DE","Europe"
"Trendelburg",9.420630555,51.573411111,"Germany","DE","Europe","Allstedt",11.383333333,51.4,"Germany","DE","Europe"
"Bad Blankenburg",11.266666666,50.683333333,"Germany","DE","Europe","Hofgeismar",9.387180555,51.495961111,"Germany","DE","Europe"
"Gernrode",11.139166666,51.724444444,"Germany","DE","Europe","Walsrode",9.58525,52.8592,"Germany","DE","Europe"
